FIPS,NAICS2017,NAICS2017_LABEL,n
48083,44511,Supermarkets and other grocery (except convenience) stores,3
48083,4453,"Beer, wine, and liquor stores",3
48083,722,Food services and drinking places,19
48353,4453,"Beer, wine, and liquor stores",6
48353,722,Food services and drinking places,30
48229,722,Food services and drinking places,5
48325,4451,Grocery stores,10
48325,44511,Supermarkets and other grocery (except convenience) stores,7
48325,4453,"Beer, wine, and liquor stores",4
48325,722,Food services and drinking places,71
48475,4451,Grocery stores,3
48475,722,Food services and drinking places,25
48213,4451,Grocery stores,19
48213,44511,Supermarkets and other grocery (except convenience) stores,7
48213,4453,"Beer, wine, and liquor stores",12
48213,722,Food services and drinking places,139
48213,7224,Drinking places (alcoholic beverages),5
48203,4451,Grocery stores,12
48203,44511,Supermarkets and other grocery (except convenience) stores,10
48203,4453,"Beer, wine, and liquor stores",3
48203,722,Food services and drinking places,87
48327,722,Food services and drinking places,3
48277,4451,Grocery stores,10
48277,44511,Supermarkets and other grocery (except convenience) stores,4
48277,4453,"Beer, wine, and liquor stores",3
48277,722,Food services and drinking places,98
48149,4451,Grocery stores,6
48149,44511,Supermarkets and other grocery (except convenience) stores,5
48149,4453,"Beer, wine, and liquor stores",3
48149,722,Food services and drinking places,67
48149,7224,Drinking places (alcoholic beverages),5
48491,4451,Grocery stores,78
48491,44511,Supermarkets and other grocery (except convenience) stores,43
48491,4453,"Beer, wine, and liquor stores",39
48491,722,Food services and drinking places,959
48491,7224,Drinking places (alcoholic beverages),39
48267,722,Food services and drinking places,13
48233,4451,Grocery stores,4
48233,44511,Supermarkets and other grocery (except convenience) stores,4
48233,722,Food services and drinking places,42
48233,7224,Drinking places (alcoholic beverages),4
48477,4451,Grocery stores,6
48477,44511,Supermarkets and other grocery (except convenience) stores,3
48477,722,Food services and drinking places,74
48477,7224,Drinking places (alcoholic beverages),4
48343,4451,Grocery stores,9
48343,44511,Supermarkets and other grocery (except convenience) stores,5
48343,4453,"Beer, wine, and liquor stores",5
48343,722,Food services and drinking places,15
48361,4451,Grocery stores,25
48361,44511,Supermarkets and other grocery (except convenience) stores,10
48361,4453,"Beer, wine, and liquor stores",10
48361,722,Food services and drinking places,127
48361,7224,Drinking places (alcoholic beverages),4
48429,722,Food services and drinking places,21
48495,4451,Grocery stores,3
48495,44511,Supermarkets and other grocery (except convenience) stores,3
48495,722,Food services and drinking places,7
48201,4451,Grocery stores,1386
48201,44511,Supermarkets and other grocery (except convenience) stores,769
48201,4453,"Beer, wine, and liquor stores",317
48201,722,Food services and drinking places,8951
48201,7224,Drinking places (alcoholic beverages),495
48003,722,Food services and drinking places,29
48053,4451,Grocery stores,5
48053,4453,"Beer, wine, and liquor stores",4
48053,722,Food services and drinking places,100
48171,4451,Grocery stores,5
48171,44511,Supermarkets and other grocery (except convenience) stores,4
48171,4453,"Beer, wine, and liquor stores",10
48171,722,Food services and drinking places,90
48171,7224,Drinking places (alcoholic beverages),12
48177,4451,Grocery stores,3
48177,722,Food services and drinking places,33
48113,4451,Grocery stores,780
48113,44511,Supermarkets and other grocery (except convenience) stores,410
48113,4453,"Beer, wine, and liquor stores",193
48113,722,Food services and drinking places,5518
48113,7224,Drinking places (alcoholic beverages),231
48305,722,Food services and drinking places,5
48503,722,Food services and drinking places,37
48505,4451,Grocery stores,4
48505,44511,Supermarkets and other grocery (except convenience) stores,4
48505,722,Food services and drinking places,16
48251,4451,Grocery stores,32
48251,44511,Supermarkets and other grocery (except convenience) stores,15
48251,722,Food services and drinking places,252
48251,7224,Drinking places (alcoholic beverages),3
48221,4451,Grocery stores,13
48221,44511,Supermarkets and other grocery (except convenience) stores,8
48221,4453,"Beer, wine, and liquor stores",3
48221,722,Food services and drinking places,99
48223,4451,Grocery stores,4
48223,722,Food services and drinking places,53
48223,7224,Drinking places (alcoholic beverages),3
48357,4451,Grocery stores,3
48357,44511,Supermarkets and other grocery (except convenience) stores,3
48357,722,Food services and drinking places,14
48275,722,Food services and drinking places,4
48309,4451,Grocery stores,52
48309,44511,Supermarkets and other grocery (except convenience) stores,24
48309,4453,"Beer, wine, and liquor stores",15
48309,722,Food services and drinking places,469
48309,7224,Drinking places (alcoholic beverages),20
48073,4451,Grocery stores,11
48073,44511,Supermarkets and other grocery (except convenience) stores,4
48073,4453,"Beer, wine, and liquor stores",4
48073,722,Food services and drinking places,51
48095,722,Food services and drinking places,4
48137,722,Food services and drinking places,3
48133,4451,Grocery stores,5
48133,44511,Supermarkets and other grocery (except convenience) stores,4
48133,722,Food services and drinking places,33
48253,4451,Grocery stores,3
48253,722,Food services and drinking places,15
48243,722,Food services and drinking places,5
48247,4451,Grocery stores,4
48247,44511,Supermarkets and other grocery (except convenience) stores,4
48247,722,Food services and drinking places,9
48249,4451,Grocery stores,12
48249,44511,Supermarkets and other grocery (except convenience) stores,8
48249,4453,"Beer, wine, and liquor stores",5
48249,722,Food services and drinking places,69
48249,7224,Drinking places (alcoholic beverages),6
48339,4451,Grocery stores,102
48339,44511,Supermarkets and other grocery (except convenience) stores,58
48339,4453,"Beer, wine, and liquor stores",47
48339,722,Food services and drinking places,947
48339,7224,Drinking places (alcoholic beverages),37
48111,722,Food services and drinking places,18
48127,4451,Grocery stores,4
48127,44511,Supermarkets and other grocery (except convenience) stores,3
48127,722,Food services and drinking places,14
48479,4451,Grocery stores,33
48479,44511,Supermarkets and other grocery (except convenience) stores,24
48479,4453,"Beer, wine, and liquor stores",8
48479,722,Food services and drinking places,403
48479,7224,Drinking places (alcoholic beverages),14
48157,4451,Grocery stores,225
48157,44511,Supermarkets and other grocery (except convenience) stores,112
48157,4453,"Beer, wine, and liquor stores",44
48157,722,Food services and drinking places,1208
48157,7224,Drinking places (alcoholic beverages),36
48011,722,Food services and drinking places,3
48069,722,Food services and drinking places,12
48235,722,Food services and drinking places,3
48273,4451,Grocery stores,7
48273,44511,Supermarkets and other grocery (except convenience) stores,3
48273,722,Food services and drinking places,66
48273,7224,Drinking places (alcoholic beverages),7
48489,722,Food services and drinking places,21
48097,4451,Grocery stores,10
48097,44511,Supermarkets and other grocery (except convenience) stores,4
48097,4453,"Beer, wine, and liquor stores",5
48097,722,Food services and drinking places,68
48107,722,Food services and drinking places,4
48115,4451,Grocery stores,5
48115,722,Food services and drinking places,22
48151,4451,Grocery stores,3
48151,722,Food services and drinking places,3
48131,4451,Grocery stores,3
48131,722,Food services and drinking places,14
48051,4451,Grocery stores,6
48051,44511,Supermarkets and other grocery (except convenience) stores,5
48051,722,Food services and drinking places,33
48051,7224,Drinking places (alcoholic beverages),4
48031,4451,Grocery stores,3
48031,44511,Supermarkets and other grocery (except convenience) stores,3
48031,4453,"Beer, wine, and liquor stores",3
48031,722,Food services and drinking places,30
48031,7224,Drinking places (alcoholic beverages),3
1045,4451,Grocery stores,9
1045,44511,Supermarkets and other grocery (except convenience) stores,6
1045,4453,"Beer, wine, and liquor stores",3
1045,722,Food services and drinking places,67
1045,7224,Drinking places (alcoholic beverages),3
1065,4451,Grocery stores,4
1065,722,Food services and drinking places,16
1055,4451,Grocery stores,19
1055,44511,Supermarkets and other grocery (except convenience) stores,14
1055,4453,"Beer, wine, and liquor stores",7
1055,722,Food services and drinking places,167
1055,7224,Drinking places (alcoholic beverages),7
1049,4451,Grocery stores,20
1049,44511,Supermarkets and other grocery (except convenience) stores,17
1049,4453,"Beer, wine, and liquor stores",4
1049,722,Food services and drinking places,80
1053,4451,Grocery stores,6
1053,44511,Supermarkets and other grocery (except convenience) stores,5
1053,722,Food services and drinking places,54
1075,4451,Grocery stores,5
1075,44511,Supermarkets and other grocery (except convenience) stores,4
1075,722,Food services and drinking places,17
1111,722,Food services and drinking places,19
1013,4451,Grocery stores,5
1013,44511,Supermarkets and other grocery (except convenience) stores,3
1013,722,Food services and drinking places,32
1097,4451,Grocery stores,86
1097,44511,Supermarkets and other grocery (except convenience) stores,62
1097,4453,"Beer, wine, and liquor stores",36
1097,722,Food services and drinking places,640
1097,7224,Drinking places (alcoholic beverages),40
1105,4451,Grocery stores,4
1105,44511,Supermarkets and other grocery (except convenience) stores,4
1105,722,Food services and drinking places,11
1127,4451,Grocery stores,14
1127,44511,Supermarkets and other grocery (except convenience) stores,10
1127,4453,"Beer, wine, and liquor stores",3
1127,722,Food services and drinking places,85
1029,4451,Grocery stores,3
1029,722,Food services and drinking places,9
1035,4451,Grocery stores,5
1035,44511,Supermarkets and other grocery (except convenience) stores,3
1035,722,Food services and drinking places,13
1063,4451,Grocery stores,4
1005,4451,Grocery stores,5
1005,44511,Supermarkets and other grocery (except convenience) stores,5
1005,722,Food services and drinking places,40
1007,4451,Grocery stores,5
1007,44511,Supermarkets and other grocery (except convenience) stores,5
1007,722,Food services and drinking places,17
1011,4451,Grocery stores,5
1011,722,Food services and drinking places,5
1015,4451,Grocery stores,30
1015,44511,Supermarkets and other grocery (except convenience) stores,24
1015,4453,"Beer, wine, and liquor stores",5
1015,722,Food services and drinking places,191
1017,4451,Grocery stores,8
1017,44511,Supermarkets and other grocery (except convenience) stores,6
1017,722,Food services and drinking places,52
1025,4451,Grocery stores,7
1025,44511,Supermarkets and other grocery (except convenience) stores,5
1025,722,Food services and drinking places,42
1057,4451,Grocery stores,3
1057,722,Food services and drinking places,21
1101,4451,Grocery stores,56
1101,44511,Supermarkets and other grocery (except convenience) stores,37
1101,4453,"Beer, wine, and liquor stores",30
1101,722,Food services and drinking places,456
1101,7224,Drinking places (alcoholic beverages),13
1095,4451,Grocery stores,24
1095,44511,Supermarkets and other grocery (except convenience) stores,22
1095,4453,"Beer, wine, and liquor stores",9
